id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,quiz_score,time_spent,engagement_score
157,Anita,Moore,anita.moore.157@gslingacademy.com,female,False,0,True,17,Unknown,66,99,85.0,90,76,64,95,0.6216216216216215,0.24074074074074073,0.46926926926926915
158,Brian,Sanchez,brian.sanchez.158@gslingacademy.com,male,True,8,False,1,Business Owner,97,54,62.0,66,58,69,96,0.33976833976833953,0.7037037037037037,0.48534248534248525
159,Dennis,Phillips,dennis.phillips.159@gslingacademy.com,male,True,7,True,3,Business Owner,49,64,97.0,61,62,72,65,0.216216216216216,0.4814814814814815,0.3223223223223222
160,Michael,Rivas,michael.rivas.160@gslingacademy.com,male,True,4,True,33,Unknown,88,66,96.0,82,65,76,79,0.5328185328185331,0.14814814814814814,0.3789503789503791
161,Ryan,Smith,ryan.smith.161@gslingacademy.com,male,False,1,False,12,Unknown,92,64,77.0,61,76,72,87,0.4440154440154438,0.2592592592592593,0.37011297011297
162,Anthony,Sullivan,anthony.sullivan.162@gslingacademy.com,male,True,3,False,24,Construction Engineer,96,66,92.0,88,65,76,72,0.5444015444015444,0.2592592592592593,0.4303446303446304
163,Troy,Shepherd,troy.shepherd.163@gslingacademy.com,male,False,4,False,33,Construction Engineer,86,88,99.0,79,93,97,91,0.8455598455598459,0.462962962962963,0.6925210925210927
164,Nicholas,Clayton,nicholas.clayton.164@gslingacademy.com,male,False,1,True,44,Doctor,86,100,100.0,96,95,97,93,0.9768339768339773,0.7592592592592593,0.8898040898040902
165,Denise,Schneider,denise.schneider.165@gslingacademy.com,female,False,1,False,15,Teacher,88,72,96.0,60,90,80,88,0.6177606177606179,0.22222222222222218,0.4595452595452596
166,Lisa,Silva,lisa.silva.166@gslingacademy.com,female,False,2,False,5,Game Developer,92,81,99.0,98,77,80,73,0.718146718146718,0.9259259259259258,0.8012584012584012
167,Laura,Reilly,laura.reilly.167@gslingacademy.com,female,True,7,False,5,Business Owner,87,76,71.0,65,64,81,61,0.3513513513513513,0.5740740740740741,0.4404404404404404
168,Amy,Peterson,amy.peterson.168@gslingacademy.com,female,False,5,False,22,Unknown,89,94,67.0,68,69,92,76,0.5444015444015444,0.7037037037037037,0.6081224081224081
169,Fernando,Sexton,fernando.sexton.169@gslingacademy.com,male,False,1,False,9,Unknown,97,96,66.0,96,71,97,66,0.6756756756756754,0.8888888888888888,0.7609609609609609
170,Evan,Christian,evan.christian.170@gslingacademy.com,male,False,4,True,34,Software Engineer,100,62,67.0,97,73,84,99,0.6486486486486487,0.9444444444444444,0.766966966966967
171,Rebecca,Norris,rebecca.norris.171@gslingacademy.com,female,False,1,False,34,Lawyer,91,98,76.0,99,65,98,71,0.7104247104247103,0.5740740740740741,0.6558844558844559
172,Erica,Marks,erica.marks.172@gslingacademy.com,female,False,4,False,25,Stock Investor,81,87,65.0,85,74,64,81,0.4749034749034746,0.05555555555555555,0.307164307164307
173,Rhonda,Webster,rhonda.webster.173@gslingacademy.com,female,False,5,True,31,Accountant,82,66,89.0,76,68,83,79,0.4980694980694982,0.537037037037037,0.5136565136565137
174,John,Bennett,john.bennett.174@gslingacademy.com,male,False,1,False,33,Lawyer,100,96,75.0,68,77,97,81,0.6949806949806954,0.6666666666666666,0.6836550836550839
175,Amanda,Murphy,amanda.murphy.175@gslingacademy.com,female,False,10,True,3,Business Owner,65,100,80.0,83,57,81,81,0.5135135135135136,0.40740740740740744,0.4710710710710711
176,Jeremy,Barnes,jeremy.barnes.176@gslingacademy.com,male,False,2,False,20,Unknown,68,100,89.0,75,84,78,90,0.6563706563706564,0.7037037037037037,0.6753038753038754
177,John,Brown,john.brown.177@gslingacademy.com,male,False,3,False,15,Accountant,97,92,95.0,75,95,90,83,0.8223938223938223,0.8148148148148148,0.8193622193622193
178,Traci,Boyd,traci.boyd.178@gslingacademy.com,female,False,3,False,26,Banker,76,94,77.0,88,85,91,61,0.6100386100386097,0.2592592592592593,0.46972686972686956
179,Elizabeth,Butler,elizabeth.butler.179@gslingacademy.com,female,False,5,False,35,Software Engineer,91,99,94.0,94,95,98,89,0.9498069498069501,0.7777777777777778,0.8809952809952811
180,Alex,Clark,alex.clark.180@gslingacademy.com,male,False,4,False,12,Construction Engineer,85,73,89.0,73,97,66,79,0.5714285714285716,0.5185185185185185,0.5502645502645503
181,Christopher,Wolfe,christopher.wolfe.181@gslingacademy.com,male,False,2,True,5,Unknown,68,69,86.0,87,72,80,93,0.5444015444015444,0.6481481481481481,0.5859001859001859
182,Jason,Bell,jason.bell.182@gslingacademy.com,male,False,1,False,31,Lawyer,73,99,75.0,70,100,86,62,0.583011583011583,0.22222222222222218,0.4386958386958386
183,Victoria,Donaldson,victoria.donaldson.183@gslingacademy.com,female,False,3,True,28,Unknown,65,90,75.0,96,91,93,85,0.698841698841699,0.5740740740740741,0.648934648934649
184,Logan,Cox,logan.cox.184@gslingacademy.com,male,False,8,True,5,Business Owner,46,79,75.0,86,91,88,77,0.4942084942084941,0.1111111111111111,0.3409695409695409
185,Rachel,Hill,rachel.hill.185@gslingacademy.com,female,False,1,False,33,Software Engineer,92,84,85.0,77,81,69,95,0.6525096525096528,0.9259259259259258,0.761876161876162
186,Jenny,Lloyd,jenny.lloyd.186@gslingacademy.com,female,False,3,False,2,Artist,69,78,69.0,70,100,88,85,0.5598455598455598,0.38888888888888884,0.49146289146289146
187,Joan,Cohen,joan.cohen.187@gslingacademy.com,female,False,5,True,9,Real Estate Developer,78,99,64.0,99,65,84,80,0.5984555984555988,0.5,0.5590733590733593
188,Kimberly,Lopez,kimberly.lopez.188@gslingacademy.com,female,True,2,True,0,Business Owner,92,62,86.0,97,54,76,76,0.4980694980694982,0.018518518518518517,0.30624910624910634
189,Steven,Walker,steven.walker.189@gslingacademy.com,male,False,5,False,26,Unknown,70,77,91.0,96,100,89,67,0.67953667953668,0.7592592592592593,0.7114257114257116
190,Sonia,Bowers,sonia.bowers.190@gslingacademy.com,female,False,5,False,30,Scientist,95,79,98.0,95,89,99,87,0.8803088803088803,0.8148148148148148,0.8541112541112541
191,Penny,Perez,penny.perez.191@gslingacademy.com,female,False,7,False,1,Game Developer,99,82,93.0,83,92,90,60,0.7142857142857144,0.962962962962963,0.8137566137566139
192,Mike,Harris,mike.harris.192@gslingacademy.com,male,False,1,True,26,Software Engineer,96,66,79.0,80,88,61,85,0.5444015444015444,0.09259259259259259,0.3636779636779637
193,Vanessa,Sweeney,vanessa.sweeney.193@gslingacademy.com,female,False,2,False,2,Game Developer,85,90,85.0,74,96,71,80,0.644787644787645,0.5,0.586872586872587
194,Adam,Edwards,adam.edwards.194@gslingacademy.com,male,False,5,False,9,Stock Investor,91,94,82.0,100,68,66,69,0.6023166023166024,0.5,0.5613899613899614
195,Angelica,Johnson,angelica.johnson.195@gslingacademy.com,female,False,2,False,30,Scientist,85,64,93.0,80,82,70,94,0.5945945945945947,0.7962962962962963,0.6752752752752753
196,Tiffany,Hernandez,tiffany.hernandez.196@gslingacademy.com,female,False,3,False,24,Stock Investor,94,73,61.0,68,65,85,67,0.38223938223938236,0.7962962962962963,0.5478621478621479
197,Mark,Myers,mark.myers.197@gslingacademy.com,male,False,4,False,21,Software Engineer,95,69,62.0,87,84,83,64,0.5019305019305018,0.35185185185185186,0.44189904189904183
198,Erica,Cochran,erica.cochran.198@gslingacademy.com,female,False,2,False,14,Teacher,69,90,83.0,70,83,91,67,0.5366795366795367,0.537037037037037,0.5368225368225368
199,Karen,Watson,karen.watson.199@gslingacademy.com,female,False,1,False,24,Software Engineer,95,72,94.0,96,91,61,94,0.7297297297297298,0.1851851851851852,0.511911911911912
200,Kathryn,Frazier,kathryn.frazier.200@gslingacademy.com,female,False,3,False,34,Lawyer,94,88,65.0,88,60,81,78,0.5405405405405403,1.0,0.7243243243243243
201,Anthony,Jackson,anthony.jackson.201@gslingacademy.com,male,False,1,True,34,Accountant,82,81,100.0,81,60,79,96,0.6370656370656369,0.5,0.5822393822393821
202,Jordan,Perez,jordan.perez.202@gslingacademy.com,male,False,6,True,27,Software Engineer,99,73,91.0,91,93,80,100,0.8223938223938223,0.4444444444444444,0.6712140712140712
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,85,62,84.0,80,37,80,71,0.3281853281853284,0.7037037037037037,0.4783926783926785
204,Christina,Davis,christina.davis.204@gslingacademy.com,female,False,1,True,21,Accountant,100,87,60.0,92,46,67,96,0.5173745173745177,0.5925925925925926,0.5474617474617476
205,April,Ryan,april.ryan.205@gslingacademy.com,female,False,1,False,1,Artist,98,95,90.0,81,82,86,98,0.8339768339768341,0.0,0.5003861003861004
206,Maxwell,Davis,maxwell.davis.206@gslingacademy.com,male,False,3,False,17,Software Engineer,97,78,81.0,67,90,95,79,0.6679536679536682,0.4814814814814815,0.5933647933647935
207,Matthew,Guzman,matthew.guzman.207@gslingacademy.com,male,False,5,False,0,Unknown,99,86,68.0,94,97,77,92,0.7683397683397684,0.9444444444444444,0.8387816387816387
208,Robert,Mayer,robert.mayer.208@gslingacademy.com,male,False,3,True,12,Accountant,99,73,77.0,74,62,68,99,0.5328185328185331,0.22222222222222218,0.40858000858000876
209,Amanda,Willis,amanda.willis.209@gslingacademy.com,female,False,2,False,22,Banker,75,83,70.0,71,86,95,76,0.5482625482625485,0.7407407407407407,0.6252538252538253
210,Michele,Thomas,michele.thomas.210@gslingacademy.com,female,False,1,True,14,Teacher,63,80,99.0,78,60,84,86,0.5250965250965249,0.037037037037037035,0.3298727298727298
211,Tim,Turner,tim.turner.211@gslingacademy.com,male,False,0,False,41,Doctor,96,88,90.0,100,94,87,96,0.9150579150579152,0.7037037037037037,0.8305162305162306
212,Joe,Strickland,joe.strickland.212@gslingacademy.com,male,False,4,False,32,Construction Engineer,91,73,86.0,73,84,60,71,0.4787644787644787,0.09259259259259259,0.32429572429572423
213,Trevor,Cruz,trevor.cruz.213@gslingacademy.com,male,True,1,False,4,Business Owner,52,58,60.0,97,93,89,68,0.3976833976833978,0.12962962962962962,0.2904618904618905
214,Melissa,Roberts,melissa.roberts.214@gslingacademy.com,female,False,1,False,22,Doctor,99,71,80.0,82,95,64,64,0.5444015444015444,0.4814814814814815,0.5192335192335192
215,Tammy,Miller,tammy.miller.215@gslingacademy.com,female,False,3,False,17,Banker,84,62,92.0,74,73,98,91,0.6177606177606179,0.14814814814814814,0.4299156299156299
216,Chad,Morgan,chad.morgan.216@gslingacademy.com,male,False,2,False,2,Artist,100,90,82.0,79,94,83,78,0.7413127413127412,0.6666666666666666,0.7114543114543114
217,Samantha,Maldonado,samantha.maldonado.217@gslingacademy.com,female,False,4,False,33,Banker,82,71,93.0,90,90,76,97,0.7142857142857144,0.5925925925925926,0.6656084656084658
218,Marie,Martin,marie.martin.218@gslingacademy.com,female,False,5,False,29,Banker,75,88,65.0,80,76,94,97,0.6216216216216215,0.9259259259259258,0.7433433433433432
219,Theresa,Tucker,theresa.tucker.219@gslingacademy.com,female,True,1,False,27,Unknown,66,71,94.0,72,96,70,63,0.4555984555984556,0.7592592592592593,0.5770627770627771
220,Joseph,Morris,joseph.morris.220@gslingacademy.com,male,False,6,True,34,Banker,99,88,72.0,76,68,92,72,0.5907335907335907,0.7962962962962963,0.672958672958673
221,Charles,Parker,charles.parker.221@gslingacademy.com,male,False,3,False,2,Real Estate Developer,99,76,94.0,88,75,66,84,0.6486486486486487,0.42592592592592593,0.5595595595595596
222,Rachel,Alvarez,rachel.alvarez.222@gslingacademy.com,female,False,3,False,22,Software Engineer,95,87,79.0,95,84,90,74,0.7335907335907339,0.2592592592592593,0.543858143858144
223,Charles,Robertson,charles.robertson.223@gslingacademy.com,male,False,7,False,33,Software Engineer,99,61,75.0,68,66,90,99,0.5559845559845558,0.9814814814814814,0.726183326183326
224,Steven,York,steven.york.224@gslingacademy.com,male,False,5,False,17,Designer,65,72,96.0,69,78,93,72,0.5057915057915059,0.5740740740740741,0.5331045331045332
225,Robert,Dougherty,robert.dougherty.225@gslingacademy.com,male,False,7,False,4,Business Owner,85,55,74.0,71,66,50,99,0.33204633204633205,0.5740740740740741,0.42885742885742884
226,Vanessa,Wheeler,vanessa.wheeler.226@gslingacademy.com,female,False,7,True,3,Business Owner,69,78,57.0,72,71,96,87,0.44787644787644787,0.42592592592592593,0.4390962390962391
227,Emily,Mcclure,emily.mcclure.227@gslingacademy.com,female,False,7,False,3,Business Owner,75,76,88.0,65,97,83,85,0.5984555984555988,0.7407407407407407,0.6553696553696555
228,Angela,Thomas,angela.thomas.228@gslingacademy.com,female,False,7,True,17,Software Engineer,91,78,72.0,69,77,91,96,0.6177606177606179,0.9444444444444444,0.7484341484341485
229,Roberto,Evans,roberto.evans.229@gslingacademy.com,male,False,3,False,6,Real Estate Developer,92,95,61.0,98,89,85,80,0.718146718146718,0.8888888888888888,0.7864435864435864
230,Christopher,Perez,christopher.perez.230@gslingacademy.com,male,False,7,False,9,Unknown,62,64,65.0,86,67,94,68,0.3552123552123554,0.8888888888888888,0.5686829686829689
231,William,Torres,william.torres.231@gslingacademy.com,male,True,2,False,35,Software Engineer,87,91,98.0,94,100,87,89,0.8957528957528962,0.9444444444444444,0.9152295152295155
232,Lisa,Gardner,lisa.gardner.232@gslingacademy.com,female,False,3,False,17,Software Engineer,97,88,87.0,61,86,92,94,0.7374517374517375,0.2037037037037037,0.523952523952524
233,Catherine,Owens,catherine.owens.233@gslingacademy.com,female,False,1,False,7,Government Officer,97,92,79.0,88,92,99,85,0.8416988416988418,0.7037037037037037,0.7865007865007865
234,Keith,Summers,keith.summers.234@gslingacademy.com,male,False,5,False,16,Designer,98,88,92.0,84,90,90,71,0.7683397683397684,0.018518518518518517,0.4684112684112684
235,Linda,Adams,linda.adams.235@gslingacademy.com,female,False,1,False,20,Software Engineer,96,67,88.0,95,82,75,84,0.6679536679536682,0.037037037037037035,0.4155870155870157
236,Michael,Wright,michael.wright.236@gslingacademy.com,male,True,7,False,0,Business Owner,98,89,81.0,56,72,74,94,0.5791505791505793,0.8888888888888888,0.7030459030459031
237,Kyle,James,kyle.james.237@gslingacademy.com,male,False,2,False,27,Lawyer,87,82,95.0,81,85,84,73,0.6679536679536682,0.6666666666666666,0.6674388674388676
238,Christopher,Cook,christopher.cook.238@gslingacademy.com,male,False,0,False,24,Construction Engineer,96,80,86.0,94,63,72,75,0.586872586872587,0.8888888888888888,0.7076791076791078
239,John,Conley,john.conley.239@gslingacademy.com,male,False,2,False,30,Unknown,82,74,77.0,95,81,76,91,0.6254826254826256,0.2962962962962963,0.4938080938080939
240,David,Barnett,david.barnett.240@gslingacademy.com,male,False,6,False,20,Software Engineer,100,72,99.0,64,70,93,67,0.583011583011583,0.8888888888888888,0.7053625053625053
241,Peter,Garner,peter.garner.241@gslingacademy.com,male,False,0,False,27,Software Engineer,91,81,91.0,76,100,92,87,0.7876447876447878,0.018518518518518517,0.4799942799942801
242,Douglas,Stewart,douglas.stewart.242@gslingacademy.com,male,False,6,False,2,Business Owner,87,62,85.0,64,63,61,85,0.359073359073359,0.018518518518518517,0.22285142285142281
243,Heidi,Jones,heidi.jones.243@gslingacademy.com,female,False,6,False,16,Banker,75,95,84.0,87,78,82,86,0.6679536679536682,0.5,0.600772200772201
244,Jeremy,Daniels,jeremy.daniels.244@gslingacademy.com,male,True,1,False,27,Banker,86,78,61.0,71,94,92,65,0.5135135135135136,0.9814814814814814,0.7007007007007007
245,Dustin,Dodson,dustin.dodson.245@gslingacademy.com,male,False,4,True,24,Accountant,94,62,97.0,96,74,68,69,0.5637065637065639,0.40740740740740744,0.5011869011869012
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,99,64,92.0,78,30,78,88,0.4440154440154438,0.6666666666666666,0.5330759330759329
247,Willie,Ellis,willie.ellis.247@gslingacademy.com,male,False,1,False,15,Government Officer,84,91,94.0,66,78,71,93,0.6293436293436296,0.5740740740740741,0.6072358072358074
248,Robert,Hawkins,robert.hawkins.248@gslingacademy.com,male,False,3,False,25,Stock Investor,92,81,68.0,96,99,92,79,0.7451737451737452,0.5925925925925926,0.6841412841412842
249,Stacy,Jordan,stacy.jordan.249@gslingacademy.com,female,False,2,False,32,Software Engineer,95,84,95.0,72,62,80,83,0.6061776061776061,0.0,0.3637065637065636
250,Robert,Swanson,robert.swanson.250@gslingacademy.com,male,False,3,False,35,Lawyer,90,88,94.0,99,92,87,97,0.8996138996138998,0.33333333333333337,0.6731016731016732
251,Holly,Henderson,holly.henderson.251@gslingacademy.com,female,False,3,False,3,Artist,93,100,87.0,66,85,96,87,0.772200772200772,0.018518518518518517,0.4707278707278706
252,Debra,Valdez,debra.valdez.252@gslingacademy.com,female,False,1,False,28,Designer,69,63,88.0,73,83,74,94,0.5019305019305018,0.962962962962963,0.6863434863434863
253,Vincent,Robertson,vincent.robertson.253@gslingacademy.com,male,False,1,False,3,Game Developer,97,80,80.0,65,91,67,84,0.5791505791505793,0.7962962962962963,0.6660088660088661
254,Karen,Spencer,karen.spencer.254@gslingacademy.com,female,False,0,False,21,Accountant,76,72,80.0,92,41,90,78,0.4440154440154438,0.462962962962963,0.4515944515944515
255,Nathan,Riley,nathan.riley.255@gslingacademy.com,male,False,3,False,35,Unknown,85,85,92.0,86,99,86,93,0.8185328185328187,0.5740740740740741,0.7207493207493207
256,Andrea,Sutton,andrea.sutton.256@gslingacademy.com,female,False,7,True,35,Software Engineer,91,87,89.0,97,93,87,100,0.888030888030888,0.09259259259259259,0.5698555698555698
257,Tracey,Turner,tracey.turner.257@gslingacademy.com,female,False,7,True,14,Accountant,82,95,92.0,62,73,75,93,0.6100386100386097,0.5740740740740741,0.5956527956527955
258,Tammy,Olsen,tammy.olsen.258@gslingacademy.com,female,True,7,False,1,Business Owner,59,56,87.0,97,62,74,61,0.31660231660231664,1.0,0.58996138996139
259,Sheila,Wilkinson,sheila.wilkinson.259@gslingacademy.com,female,False,9,True,0,Business Owner,78,71,73.0,51,80,84,65,0.33976833976833953,0.05555555555555555,0.22608322608322595
260,Nathan,Padilla,nathan.padilla.260@gslingacademy.com,male,False,2,False,12,Construction Engineer,89,65,82.0,65,76,95,62,0.4633204633204637,1.0,0.6779922779922782
261,Sarah,Santiago,sarah.santiago.261@gslingacademy.com,female,False,3,False,35,Software Engineer,86,91,92.0,96,90,96,90,0.8764478764478767,0.1851851851851852,0.5999427999428001
262,Christopher,Cruz,christopher.cruz.262@gslingacademy.com,male,False,4,False,2,Artist,76,93,65.0,95,76,88,88,0.644787644787645,0.2962962962962963,0.5053911053911055
263,Nicholas,Sanders,nicholas.sanders.263@gslingacademy.com,male,True,2,False,16,Unknown,79,68,63.0,72,81,67,67,0.3204633204633205,0.6851851851851851,0.4663520663520664
264,Jessica,Waters,jessica.waters.264@gslingacademy.com,female,False,3,False,31,Lawyer,91,96,77.0,76,80,97,80,0.7065637065637067,0.42592592592592593,0.5943085943085944
265,James,Miller,james.miller.265@gslingacademy.com,male,False,5,False,4,Business Owner,89,66,80.0,77,60,88,74,0.4633204633204637,0.07407407407407407,0.30762190762190783
266,Adam,Kane,adam.kane.266@gslingacademy.com,male,False,3,False,19,Unknown,97,94,81.0,97,79,86,63,0.7065637065637067,0.9444444444444444,0.8017160017160018
267,Patricia,Gonzalez,patricia.gonzalez.267@gslingacademy.com,female,False,3,True,15,Banker,100,86,74.0,96,80,99,76,0.7606177606177607,0.6111111111111112,0.7008151008151009
